star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,Name,Teff,logg,vsini,SimbadName,_RA,_DE
TIC 470449735,66.2205,53.6638,,,470449735.0,,2.754241280013275e+17,,2MASS J04245290+5339495,,,PM J04248+5339E,tic_near,-27.0,8.0,-32.0,8.0,TIC tic7,2019AJ....158..138S,,,,,15.57,0.05,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,13.95,0.08,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,13.63,0.09,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,9.587,0.023,TIC,2019AJ....158..138S,9.003,0.032,TIC,2019AJ....158..138S,8.717,0.019,TIC,2019AJ....158..138S,11.144,0.041,,,,,,,,,,,,,36.8536,,TIC,2019AJ....158..138S,0,M3.85,2015ApJS..220...16T,1,3316.0,,Simbad 2015ApJS..220...16T,2015ApJS..220...16T,4.835044055777235,,calculated_from_M_and_R,Calculated Value,,,,,0.38,,Simbad 2015ApJS..220...16T,2015ApJS..220...16T,-1.6978856230437989,,update_TIC,Calculated Value,0.4290232115512967,,calc_from_L_and_Teff,Calculated Value,0.4591324703190683,0.0102917904300249,Mann2019,Calculated Value,0,,,,,,6.424668,20.208889,2.7542412800132672e+17,6.424668,20.208889,2.7542412800132672e+17,0,0,,,,,,,0,,HD 13612B,5695.0,4.4,0.18,HD 13612B,33.19434,-2.39633
TIC 471012537,68.803,58.3523,,,471012537.0,,,,2MASS J04351236+5821100,,,,tic_near,213.63,2.0,-314.18,2.0,TIC tic7,2019AJ....158..138S,,,,,15.4,0.408,TIC apassdr9,2019AJ....158..138S,13.512,0.054,TIC cdwrf,2019AJ....158..138S,,,,,,,,,9.661,0.02,TIC,2019AJ....158..138S,9.112,0.019,TIC,2019AJ....158..138S,8.86,0.016,TIC,2019AJ....158..138S,11.108,0.059,,,,,,,,,,,,,48.1282,,TIC,2019AJ....158..138S,0,,,1,3030.1997778525656,,Pecaut_and_Mamajek_2013,Calculated Value,4.824696936963748,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.7825160557860935,,update_TIC,Calculated Value,0.4660710128019001,,calc_from_L_and_Teff,Calculated Value,0.5290948027038763,0.0123333455806884,Mann2019,Calculated Value,0,,,,,,3.709516,12.347996,2.7858453673854886e+17,2.964215,20.89905,2.7858453673756557e+17,0,0,,,,,,,0,,HD 37216,5422.83,4.58,3.35,HD 37216,84.96811,52.89749
TIC 411628298,20.543,22.1508,,,411628298.0,,2.896991561828946e+17,,2MASS J01221027+2209032,,WDS J01222+2209AB,G  34-23,tic_near,227.67,2.0,-139.46,2.0,TIC tic7,2019AJ....158..138S,,,,,14.72,0.03,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,12.996,0.034,TIC cdwrf,2019AJ....158..138S,12.72,0.07,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,8.412,0.021,TIC,2019AJ....158..138S,7.82,0.016,TIC,2019AJ....158..138S,7.537,0.017,TIC,2019AJ....158..138S,10.017,0.05,,,,,,,,,85.68,1.71,Simbad 2020AJ....160..215V,2020AJ....160..215V,11.671335200746965,0.2329363117796137,Simbad plx 2020AJ....160..215V,2020AJ....160..215V,0,M4.0V,2014AJ....148...36A,1,3168.0,,Simbad 2014MNRAS.443.2561G,2014MNRAS.443.2561G,5.375278487180936,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-2.55954915906699,,update_TIC,Calculated Value,0.1743041468465131,,calc_from_L_and_Teff,Calculated Value,0.2629216195706829,0.0057847342534791,Mann2019,Calculated Value,0,,,,,,,,,,,,1,0,AB,0.3,0.9000000000000004,,,,0,,HD 88725,5692.77,4.52,-0.5,HD 88725,153.53473,3.1513
TIC 174326589,15.8082,31.6833,,,174326589.0,3.133867254546112e+17,,,2MASS J01031395+3140598,,,LP  294-40,tic_near,206.22,2.0,-11.44,2.0,TIC tic7,2019AJ....158..138S,,,,,15.25,0.06,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,13.639,0.034,TIC cdwrf,2019AJ....158..138S,13.3,0.06,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,9.561,0.021,TIC,2019AJ....158..138S,8.957,0.023,TIC,2019AJ....158..138S,8.685,0.02,TIC,2019AJ....158..138S,11.036,0.043,,,,,,,,,24.9,6.0,Simbad 2014ApJ...784..156D,2014ApJ...784..156D,40.16064257028113,9.67726326994726,Simbad plx 2014ApJ...784..156D,2014ApJ...784..156D,0,M3.14,2015ApJS..220...16T,1,3375.0,,Simbad 2015ApJS..220...16T,2015ApJS..220...16T,4.599886254593868,,calculated_from_M_and_R,Calculated Value,,,,,0.3,,Simbad 2015ApJS..220...16T,2015ApJS..220...16T,-1.3999139301338157,,Pecaut_and_Mamajek_2013,Calculated Value,0.5836441346722465,,calc_from_L_and_Teff,Calculated Value,0.4944414577490263,0.0111313371355727,Mann2019,Calculated Value,0,,,,,,3.370586,12.740312,3.133867254546112e+17,3.370586,12.740312,3.133867254546112e+17,0,0,,,,,,,0,,HD 29883,4912.34,4.52,0.21,HD 29883,70.89765,27.6874
TIC 129789754,35.2669,36.8846,,,129789754.0,,,,2MASS J02210396+3653053,,WDS J02212+3653AB,G  74-19,tic_near,753.55,2.0,-592.13,2.0,TIC tic7,2019AJ....158..138S,,,,,14.924,0.02,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,13.261,0.15,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,12.893,0.06,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,9.368,0.02,TIC,2019AJ....158..138S,8.78,0.017,TIC,2019AJ....158..138S,8.562,0.019,TIC,2019AJ....158..138S,10.938,0.059,,,,,,,,,,,,,37.607,,TIC,2019AJ....158..138S,0,M3V,1995AJ....110.1838R,1,3197.6208466801404,,Pecaut_and_Mamajek_2013,Calculated Value,4.316135758454969,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.2127345096215012,,Pecaut_and_Mamajek_2013,Calculated Value,0.8065502994985894,,calc_from_L_and_Teff,Calculated Value,0.4912822176131459,0.0110449939903901,Mann2019,Calculated Value,0,,,,,,,,,,,,1,0,AB,1.2,0.0999999999999996,,,,0,,HD 213628,5580.81,4.5,0.46,HD 213628,338.37785,-35.44455
TIC 129762186,35.1063,37.7915,,,129762186.0,,,,2MASS J02202524+3747307,,,,tic_near,338.71,2.0,-65.01,2.0,TIC tic7,2019AJ....158..138S,,,,,14.415,0.112,TIC apassdr9,2019AJ....158..138S,12.685,0.038,TIC cdwrf,2019AJ....158..138S,,,,,,,,,8.952,0.021,TIC,2019AJ....158..138S,8.327,0.023,TIC,2019AJ....158..138S,8.114,0.02,TIC,2019AJ....158..138S,10.341,0.04,,,,,,,,,,,,,41.5714,,TIC,2019AJ....158..138S,0,,,1,3140.897600043066,,Pecaut_and_Mamajek_2013,Calculated Value,4.765421721511476,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.6104795341536229,,update_TIC,Calculated Value,0.528816895640464,,calc_from_L_and_Teff,Calculated Value,0.5942439090302557,0.0149412377901051,Mann2019,Calculated Value,0,,,,,,2.676273,11.585277,3.3161161172317376e+17,2.676273,11.585277,3.3161161172317376e+17,0,0,,,,,,,0,,HD 157172,5481.68,4.49,2.46,HD 157172,260.64402,-19.61618
TIC 331805704,6.53440073198,37.74040125104,,,331805704.0,3.789414984883767e+17,,,2MASS J00260838+3744259,2783-01785-1,,TYC 2783-1785-1,tic_near,92.877,1.691,10.152,1.087,TIC gaia2,2019AJ....158..138S,,,,,12.44,0.18,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,12.6,0.24,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,10.787,0.022,TIC,2019AJ....158..138S,10.544,0.035,TIC,2019AJ....158..138S,10.526,0.021,TIC,2019AJ....158..138S,11.375,0.006,11.7656,,,,12.0166,,11.275,,28.3867,1.0274,TIC gaia2,2019AJ....158..138S,35.2808,1.2916,TIC bj2018,2019AJ....158..138S,0,,,0,6331.7,,TIC,2019AJ....158..138S,6.443862228417467,,calculated_from_M_and_R,Calculated Value,,,,,0.101,0.012,TIC,2019AJ....158..138S,-1.7476260579099523,,calc_from_gaia,Calculated Value,0.1111217204644716,,calc_from_L_and_Teff,Calculated Value,1.2513895234770789,0.1821101892591419,TIC_teff_mass_relation,Calculated Value,1,,,,,,1.454957,12.422848,3.789414984883767e+17,1.454957,12.422848,3.789414984883767e+17,0,0,,,,,,,0,,HD 150554,6080.94,4.42,2.58,HD 150554,250.23517,21.94815
TIC 191228368,9.0352,45.5159,,,191228368.0,,3.8903460291496474e+17,,2MASS J00360847+4530575,3249-00477-1,,G 172-13,tic_near,-269.91,2.0,-142.22,2.0,TIC tic7,2019AJ....158..138S,,,,,13.27,0.04,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,11.71,0.05,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,11.25,0.03,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,8.167,0.029,TIC,2019AJ....158..138S,7.576,0.016,TIC,2019AJ....158..138S,7.359,0.021,TIC,2019AJ....158..138S,9.515,0.04,,,,,,,,,43.9,9.8,Simbad 2002AJ....123.2806R,2002AJ....123.2806R,22.779043280182236,5.085071165052071,Simbad plx 2002AJ....123.2806R,2002AJ....123.2806R,0,M2.0V,2013AJ....145..102L,1,3558.0,,Simbad 2014MNRAS.443.2561G,2014MNRAS.443.2561G,4.541770898974548,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.2369681728704078,,Pecaut_and_Mamajek_2013,Calculated Value,0.633514662449363,,calc_from_L_and_Teff,Calculated Value,0.5095849738919296,0.0115926435291636,Mann2019,Calculated Value,0,,,,,,9.098089,16.234835,3.8903460291674125e+17,9.098089,16.234835,3.8903460291674125e+17,0,0,,,,,,,0,,HD 169822,5533.51,4.4,0.33,HD 169822,276.54201,8.77754
TIC 196524066,16.3097,47.2943,,,196524066.0,,,,2MASS J01051432+4717394,,,PM J01052+4717,tic_near,-117.78,2.0,40.37,2.0,TIC tic7,2019AJ....158..138S,,,,,14.723,0.023,TIC apassdr9,2019AJ....158..138S,13.156,0.03,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,12.741,0.05,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,9.322,0.023,TIC,2019AJ....158..138S,8.647,0.017,TIC,2019AJ....158..138S,8.482,0.018,TIC,2019AJ....158..138S,10.761,0.058,,,,,,,,,,,,,49.3784,,TIC,2019AJ....158..138S,0,,,1,3353.5861060019497,,Pecaut_and_Mamajek_2013,Calculated Value,4.7359878657441685,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.4666092919824487,,update_TIC,Calculated Value,0.547430607272798,,calc_from_L_and_Teff,Calculated Value,0.595084158770195,0.014959027207593,Mann2019,Calculated Value,0,,,,,,2.04848,12.662491,4.0132642135804774e+17,2.04848,12.662491,4.0132642135804774e+17,0,0,,,,,,,0,,HD 112257,5689.91,4.38,1.27,HD 112257,193.78443,27.76636
TIC 702974015,81.33386516925,65.18154538732,,,702974015.0,4.8002953239355136e+17,,,,4088-195-2,"WDS J05253+6511Ba,Bb",MCC 460B,tic_near,-111.756,0.488,17.785,0.424,TIC gaia2,2019AJ....158..138S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.514,0.6,11.9438,,,,,,,,26.1718,0.2407,TIC gaia2,2019AJ....158..138S,38.173,0.3534,TIC bj2018,2019AJ....158..138S,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.399951,9.93894,4.800295323960568e+17,1.399951,9.93894,4.800295323960568e+17,1,0,"Ba,Bb",0.3,-0.5,,,,0,,HD 192020,5152.83,4.57,0.79,HD 192020,302.85466,38.40014
TIC 10964358,29.52658488845,61.21772187615,,,10964358.0,5.0825316694968346e+17,,,2MASS J01580633+6113038,,,,tic_near,-18.777,1.565,2.036,1.956,TIC gaia2,2019AJ....158..138S,,,,,13.533,0.042,TIC bpbj,2019AJ....158..138S,12.156,0.057,TIC ucac4,2019AJ....158..138S,,,,,,,,,10.727,0.022,TIC,2019AJ....158..138S,10.445,0.022,TIC,2019AJ....158..138S,10.355,0.018,TIC,2019AJ....158..138S,11.49,0.006,11.9832,,,,12.3417,,11.3933,,29.3746,1.6698,TIC gaia2,2019AJ....158..138S,34.2282,2.0161,TIC bj2018,2019AJ....158..138S,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.302226,12.594882,5.0825316694968346e+17,0.302226,12.594882,5.0825316694968346e+17,0,0,,,,,,,0,,HD 14082B,5922.08,4.48,7.55,HD 14082B,34.35307,28.74178
TIC 461417510,3.3161,69.3271,,,461417510.0,,,1068.0,2MASS J00131578+6919372,,WDS J00133+6919AB,G 241-76,tic_near,717.01,6.89,-292.41,6.21,TIC tic7,2019AJ....158..138S,,,,,,,,,12.49,0.02,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,14.7,,Simbad 2003AJ....125..984M,2003AJ....125..984M,,,,,8.556,0.024,TIC,2019AJ....158..138S,7.984,0.02,TIC,2019AJ....158..138S,7.746,0.02,TIC,2019AJ....158..138S,10.353,0.032,,,,,,,,,37.3,6.34,TIC hip,2019AJ....158..138S,26.809651474530835,4.556921993258056,TIC plx hip,2019AJ....158..138S,0,M4,1985ApJS...59..197B,1,3540.0,,Simbad 2020AJ....160..120J,2020AJ....160..120J,5.144086267553674,,calculated_from_M_and_R,Calculated Value,,,,,-0.513,,Simbad 2020AJ....160..120J,2020AJ....160..120J,-1.852634464350815,0.2245308923489735,update_TIC,Calculated Value,0.3150132987925224,,calc_from_L_and_Teff,Calculated Value,0.5042854264443014,0.0114214280961711,Mann2019,Calculated Value,0,,,,,,,,,,,,1,0,AB,0.8,0.0499999999999989,,,,0,,HD 10436,4546.33,4.39,1.6,HD 10436,25.91968,63.8234
TIC 289663523,56.3665,72.9923,56.36951661528114,72.99032045720507,289663523.0,,5.437016666454866e+17,,2MASS J03452793+7259323,4335-01972-1,WDS J03454+7259A,G 221-21,tic_near,203.0,8.0,-451.0,8.0,TIC tic7,2019AJ....158..138S,,,,,13.095,0.253,TIC tycho2b3,2019AJ....158..138S,11.406,0.085,TIC cdwrf,2019AJ....158..138S,11.03,0.02,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,8.296,0.03,TIC,2019AJ....158..138S,7.618,0.031,TIC,2019AJ....158..138S,7.416,0.027,TIC,2019AJ....158..138S,9.527,0.03,10.649239540100098,0.0027620680474971,gaia_dr3,2023A&A...674A...1G,11.73530387878418,0.0028837926048973,9.615036010742188,0.0037889146978048,39.0878,0.0128,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,25.5834,0.0083,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,M0V,1986AJ.....92..139S,1,3664.0,6.5,gspspec,2023A&A...674A...1G,5.0855020657576615,,calculated_from_M_and_R,Calculated Value,4.659999847412109,0.0349998474121093,gspspec,2023A&A...674A...1G,-0.3799999952316284,0.0199999958276748,gspspec [M/H],2023A&A...674A...1G,-1.7042688926174498,,update_TIC,Calculated Value,0.3488247314418787,,calc_from_L_and_Teff,Calculated Value,0.54031742744848,0.0128281833037218,Mann2019,Calculated Value,0,,,,,,,,,,,,1,1,A,8.1,8.04,5.437416613809919e+17,574.1488,2.9094,0,,HD 147231,5627.52,4.42,0.74,HD 147231,243.70937,70.92967
TIC 471012552,53.5487,74.6499,,,471012552.0,,,,2MASS J03341163+7438597,,,,tic_near,174.54,2.0,-6.82,2.0,TIC tic7,2019AJ....158..138S,,,,,15.068,0.111,TIC apassdr9,2019AJ....158..138S,13.482,0.051,TIC cdwrf,2019AJ....158..138S,,,,,,,,,9.662,0.039,TIC,2019AJ....158..138S,9.083,0.04,TIC,2019AJ....158..138S,8.846,0.018,TIC,2019AJ....158..138S,11.041,0.04,,,,,,,,,,,,,48.8023,,TIC,2019AJ....158..138S,0,,,1,3317.2556221913646,,Pecaut_and_Mamajek_2013,Calculated Value,5.008052239930867,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.8029952719769544,,update_TIC,Calculated Value,0.3798368810902428,,calc_from_L_and_Teff,Calculated Value,0.5360173842443319,0.0126347720446545,Mann2019,Calculated Value,0,,,,,,6.295763,12.899823,5.449006840749747e+17,4.803216,13.458184,5.449006840758638e+17,0,0,,,,,,,0,,HD 28187,5786.58,4.46,-0.41,HD 28187,66.34903,-35.67557
TIC 283784587,134.7348,8.4738,,,283784587.0,,,,2MASS J08585633+0828259,,WDS J08589+0829AB,G  41-14,tic_near,376.0,8.0,-343.0,8.0,TIC tic7,2019AJ....158..138S,,,,,12.62,0.03,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,10.98,0.06,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,10.56,0.02,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,6.507,0.018,TIC,2019AJ....158..138S,5.966,0.033,TIC,2019AJ....158..138S,5.688,0.016,TIC,2019AJ....158..138S,8.206,0.014,,,,,,,,,147.66,1.98,Simbad 2006AJ....132.2360H,2006AJ....132.2360H,6.772314777190844,0.0908112099338878,Simbad plx 2006AJ....132.2360H,2006AJ....132.2360H,1,M3.5V,1994AJ....108.1437H,1,3333.0,,Simbad 2020AJ....160..120J,2020AJ....160..120J,4.862941826233159,,calculated_from_M_and_R,Calculated Value,,,,,-0.359,,Simbad 2020AJ....160..120J,2020AJ....160..120J,-1.8275467037394808,,Pecaut_and_Mamajek_2013,Calculated Value,0.3657704913020634,,calc_from_L_and_Teff,Calculated Value,0.3558701244751335,0.0079767475605866,Mann2019,Calculated Value,0,,,,,,7.36975,9.97131,5.852502525509066e+17,7.36975,9.97131,5.852502525509066e+17,1,0,AB,0.4,2.0,,,,0,,HD 28946,5346.66,4.56,1.01,HD 28946,68.46,5.38503
TIC 330636179,136.1293,16.4171,,,330636179.0,6.108981780446181e+17,,,2MASS J09043103+1625011,1401-1401-2,WDS J09045+1625B,BD+16  1895B,tic_near,-36.03,2.0,-200.29,2.0,TIC tic7,2019AJ....158..138S,,,,,13.69,0.0,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,13.69,0.1,TIC cdwrf,2019AJ....158..138S,,,,,,,,,9.097,0.128,TIC,2019AJ....158..138S,8.511,0.084,TIC,2019AJ....158..138S,8.396,0.122,TIC,2019AJ....158..138S,10.718,0.075,,,,,,,,,,,,,24.0604,,TIC,2019AJ....158..138S,0,M-0.14,2015ApJS..220...16T,1,3554.0,,Simbad 2015ApJS..220...16T,2015ApJS..220...16T,5.870604124611033,,calculated_from_M_and_R,Calculated Value,,,,,0.04,,Simbad 2015ApJS..220...16T,2015ApJS..220...16T,-2.71539431373061,,Pecaut_and_Mamajek_2013,Calculated Value,0.1157499044108737,,calc_from_L_and_Teff,Calculated Value,0.3627252422173975,0.0081379308194957,Mann2019,Calculated Value,0,,,,,,5.30364,10.299391,6.108981780400628e+17,3.43108,13.089106,6.108981823360626e+17,1,0,B,4.2,-2.9399999999999995,,,,0,,HD 202751,4718.72,4.46,0.97,HD 202751,319.51239,0.16158
TIC 87950702,145.564756,21.730675,,,87950702.0,6.408043144953659e+17,,,2MASS J09421557+2143510,1416-00431-1,,BD+22  2118,tic_near,-248.199,1.077,-317.477,1.402,TIC tic7,2019AJ....158..138S,,,,,10.546,0.02,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.854,0.09,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.445,0.05,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,7.857,0.021,TIC,2019AJ....158..138S,7.368,0.017,TIC,2019AJ....158..138S,7.28,0.044,TIC,2019AJ....158..138S,8.662,0.017,,,,,,,,,25.2502,0.0203,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,39.6036,0.0318,Simbad 2020yCat.1350....0G,2020yCat.1350....0G,0,K2,1985ApJS...59..197B,1,4776.0,,Simbad 2018A&A...615A..31D,2018A&A...615A..31D,4.784723157537629,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-0.7894070213820173,,Pecaut_and_Mamajek_2013,Calculated Value,0.5886003254699204,,calc_from_L_and_Teff,Calculated Value,0.7696557637720227,0.0843629540605313,TIC_teff_mass_relation,Calculated Value,0,,,,,,6.514966,9.353343,6.408043144953659e+17,6.514966,9.353343,6.408043144953659e+17,0,0,,,,,,,0,,HD 106156,5454.24,4.49,1.24,HD 106156,183.23972,10.03772
TIC 443957009,123.880021,9.977782,,,443957009.0,,6.485352556313971e+17,40449.0,2MASS J08153120+0958399,0798-01875-1,WDS J08155+0959AB,BD+10  1762,tic_near,-28.78,2.0,-148.24,2.0,TIC tic7,2019AJ....158..138S,,,,,10.623,0.03,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.682,0.15,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.362,0.02,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,7.736,0.024,TIC,2019AJ....158..138S,7.255,0.038,TIC,2019AJ....158..138S,7.152,0.018,TIC,2019AJ....158..138S,8.574,0.018,,,,,,,,,20.96,1.71,TIC hip,2019AJ....158..138S,47.70992366412214,3.8923649554221775,TIC plx hip,2019AJ....158..138S,0,K5,,1,4681.0,125.0,McDonald2017,2017MNRAS.471..770M,4.38363814754263,0.1277754261581861,calculated_from_M_and_R,Calculated Value,4.297,,McDonald2017,2017MNRAS.471..770M,,,,,-0.4365203043468196,0.1091140805249165,update McDonald2017,2017MNRAS.471..770M,0.919846182730336,0.1255625200289821,calc_from_L_and_Teff,Calculated Value,0.746450375884797,0.081866860918504,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,1,0,AB,0.2,0.200000000000001,,,,0,,HD 28344,6014.9,4.5,6.89,HD 28344,67.20124,17.28547
TIC 197247983,134.3143,19.4049,,,197247983.0,,6.605149459133358e+17,,2MASS J08571541+1924177,,,LP  426-35,tic_near,107.0,8.0,-155.0,8.0,TIC tic7,2019AJ....158..138S,,,,,15.07,0.01,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,13.5,0.01,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,13.08,0.1,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,9.447,0.025,TIC,2019AJ....158..138S,8.866,0.024,TIC,2019AJ....158..138S,8.606,0.018,TIC,2019AJ....158..138S,10.917,0.04,,,,,,,,,28.5,3.4,Simbad 2014ApJ...784..156D,2014ApJ...784..156D,35.08771929824562,4.185903354878424,Simbad plx 2014ApJ...784..156D,2014ApJ...784..156D,0,M3.5V,2015A&A...577A.128A,1,3347.7287256335067,,Pecaut_and_Mamajek_2013,Calculated Value,4.707219934127368,,calculated_from_M_and_R,Calculated Value,,,,,,,,,-1.5528481739703557,,Pecaut_and_Mamajek_2013,Calculated Value,0.497425494296669,,calc_from_L_and_Teff,Calculated Value,0.459841737240717,0.0103068330334108,Mann2019,Calculated Value,0,,,,,,,,,,,,0,0,,,,,,,0,,HD 172513,5576.32,4.57,-0.01,HD 172513,280.50982,-34.46633
TIC 8766424,140.0019,30.8777,,,8766424.0,,,,2MASS J09200048+3052397,2493-01386-1,,PM J09200+3052,tic_near,-41.04,2.0,-41.42,2.0,TIC tic7,2019AJ....158..138S,,,,,13.03,0.04,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,11.52,0.02,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,11.06,0.03,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,,,,,8.309,0.019,TIC,2019AJ....158..138S,7.678,0.016,TIC,2019AJ....158..138S,7.499,0.02,TIC,2019AJ....158..138S,9.567,0.058,,,,,,,,,,,,,35.7705,,TIC,2019AJ....158..138S,0,M1.5Ve,2013AJ....145..102L,1,3775.0,,Simbad 2014MNRAS.443.2561G,2014MNRAS.443.2561G,4.761719643719191,,calculated_from_M_and_R,Calculated Value,,,,,-0.2,,Simbad 2014MNRAS.443.2561G,2014MNRAS.443.2561G,-1.2579035976967556,,update_TIC,Calculated Value,0.5493725227220302,,calc_from_L_and_Teff,Calculated Value,0.6358956945825773,0.0152316051056378,Mann2019,Calculated Value,0,,,,,,1.150492,11.21613,7.00595069620197e+17,1.150492,11.21613,7.00595069620197e+17,0,0,,,,,,,0,,HD 245409,4863.2,4.2,-5.38,HD 245409,84.12913,11.32787
