star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname,HD,Simbad,RAJ2000,DEJ2000,EWHa,u_vsini,vsini,S,u_S,RHK,u_RHK
TIC 139606083,151.745494,-49.934437,,,139606083.0,,,,2MASS J10065891-4956039,8190-00236-1,,IRAS 10050-4941,tic_bright,6.2,2.3,0.6,2.2,TIC tic7,2019AJ....158..138S,,,,,12.38,0.2,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,11.09,0.07,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,5.026,0.037,TIC,2019AJ....158..138S,3.893,0.252,TIC,2019AJ....158..138S,3.642,0.29,TIC,2019AJ....158..138S,7.495,0.115,,,,,,,,,,,,,,,,,0,M7,1993yCat.3170....0M,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.262352,9.448007,5.406705256876355e+18,0.262352,9.448007,5.406705256876355e+18,0,0,,,,,,,0,,104860,Simbad,12 04 33.72,+66 20 11.5,2.48,0,17.24,0.313,ok,-4.45,
TIC 66389641,276.04279579615,-34.3851449797,,,66389641.0,,,90185.0,2MASS J18241032-3423046,7401-3471-1,WDS J18242-3423A,* eps Sgr,tic_bright,-39.42,0.22,-124.2,0.14,Simbad 2007A&A...474..653V,2007A&A...474..653V,,,,,1.82,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,1.81,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,,,,,1.733,0.274,TIC,2019AJ....158..138S,1.768,0.228,TIC,2019AJ....158..138S,1.771,0.254,TIC,2019AJ....158..138S,7.5,0.6,,,,,,,,,22.76,0.24,Simbad 2007A&A...474..653V,2007A&A...474..653V,43.93673110720562,0.4633047216928536,Simbad plx 2007A&A...474..653V,2007A&A...474..653V,0,B9IVp_lB?,1975ApJ...197..137S,0,8930.0,,TIC,2019AJ....158..138S,3.041203867093352,,calculated_from_M_and_R,Calculated Value,,,,,,,,,2.507389041519826,0.434496115489158,update McDonald2017,2017MNRAS.471..770M,7.492801852740264,,calc_from_L_and_Teff,Calculated Value,2.251255233537309,0.3123325199046972,TIC_teff_mass_relation,Calculated Value,1,,,,,,,,,,,,1,0,A,38.6,12.45,,,,0,,88638,Simbad,10 14 35.76,+53 46 15.5,1.97,0:,10.22,0.409,ok,-4.42,
TIC 66927593,240.418929,-24.325201,,,66927593.0,,6.236239191782562e+18,78510.0,2MASS J16014054-2419306,6779-01945-1,WDS J16017-2420AB,HD 143518,tic_bright,-15.6,1.4,-18.2,1.4,TIC tic7,2019AJ....158..138S,,,,,9.89,0.04,Simbad 2002A&A...384..180F,2002A&A...384..180F,8.66,0.02,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,,,,,6.512,0.021,TIC,2019AJ....158..138S,5.898,0.024,TIC,2019AJ....158..138S,5.756,0.016,TIC,2019AJ....158..138S,7.514,0.017,,,,,,,,,,,,,,,,,0,K1III,1988MSS...C04....0H,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,AB,0.3,0.33,,,,0,,201219,Simbad,21 07 56.53,+07 25 58.5,2.03,0,10.8,0.289,ok,-4.59,
TIC 524115715,217.81891622402,-67.71724337502,,,524115715.0,5.848315129968689e+18,,,,9257-1946-2,WDS J14313-6743Ab,HD 126862B,tic_bright,42.3,2.0,-61.5,2.0,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,9.38,0.02,Simbad 2002A&A...384..180F,2002A&A...384..180F,8.76,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,,,,,,,,,,,,,,,,,7.535,0.6,7.96454,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.748739,5.6174,5.848315134292102e+18,0.748739,5.6174,5.848315134292102e+18,1,0,Ab,0.7,2.8100000000000005,,,,0,,200746,Simbad,21 05 07.95,+07 56 43.6,2.38,0,10.0,0.316,ok,-4.47,
TIC 351699901,258.176521,23.873768,,,351699901.0,,,,2MASS J17124236+2352255,,,,tic_bright,,,,,,,,,,,9.91,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,9.328,,TIC,2019AJ....158..138S,12.787,0.206,TIC,2019AJ....158..138S,13.309,0.26,TIC,2019AJ....158..138S,7.548,0.155,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.812384,9.440329,4.5688502522987197e+18,3.812384,9.440329,4.5688502522987197e+18,0,0,,,,,,,0,,153458,Simbad,17 00 01.66,-07 31 53.9,2.63,0,10.0,0.197,ok,-4.81,
TIC 458859916,161.26482802695,-59.6844769407,,,458859916.0,5.350358580171706e+18,5.350358584482203e+18,,2MASS J10450360-5941040,8626-02809-1,WDS J10451-5941,* eta Car,tic_bright,-11.0,0.8,4.1,0.7,TIC tycho2,2019AJ....158..138S,6.37,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,7.03,0.02,Simbad 2002A&A...384..180F,2002A&A...384..180F,6.48,0.01,Simbad 2002A&A...384..180F,2002A&A...384..180F,4.9,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,4.41,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,1.658,0.528,TIC,2019AJ....158..138S,1.073,0.396,TIC,2019AJ....158..138S,0.171,0.38,TIC,2019AJ....158..138S,7.556,0.133,8.06557,,,,7.28792,,6.30526,,,,,,,,,,0,OBepec,1971PW&SO...1a...1S,0,5304.4323552350015,70.0,using_TIC_relation,Calculated Value,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.551976,13.001064,5.350358584482216e+18,3.551976,13.001064,5.350358584482216e+18,1,0,,0.2,0.1000000000000005,,,,0,,,Simbad,22 02 10.26,+01 24 00.6,0.65,1,19.11,1.687,ok,,
TIC 471013492,302.26783303,-74.2191991,,,471013492.0,,,,,,,,tic_bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.59,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.906764,7.475243,6.366949507746113e+18,3.906764,7.475243,6.366949507746113e+18,0,0,,,,,,,0,,221275,Simbad,23 30 54.06,-35 06 23.5,1.64,0,10.14,0.317,ok,-4.62,
TIC 264595340,109.384299,9.209435,,,264595340.0,,,,2MASS J07173223+0912339,,,,tic_bright,,,,,,,,,,,8.34,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,8.68,0.11,TIC,2019AJ....158..138S,8.764,9.998,TIC,2019AJ....158..138S,10.914,0.037,TIC,2019AJ....158..138S,7.599,0.114,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.575048,8.418225,3.1552977626650486e+18,0.468785,12.149869,3.1552977583688627e+18,0,0,,,,,,,0,,31143,Simbad,04 51 45.72,-35 50 24.9,1.95,0,10.83,0.248,ok,-4.73,
TIC 520137117,308.30325409656,11.30304817994,,,520137117.0,1.755320049742345e+18,,,,,,,tic_bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.601,0.6,8.03057,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.475078,4.015604,1.7553200497477883e+18,0.475078,4.015604,1.7553200497477883e+18,0,0,,,,,,,0,,12039,Simbad,01 57 48.97,-21 54 05.3,2.52,0,13.46,0.575,ok,-4.16,
TIC 97086494,265.572295,-49.27195,,,97086494.0,,,,2MASS J17421735-4916190,,,,tic_bright,,,,,,,,,,,8.4,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,7.378,0.087,TIC,2019AJ....158..138S,7.286,0.14,TIC,2019AJ....158..138S,7.462,0.082,TIC,2019AJ....158..138S,7.602,0.094,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.202388,7.879159,5.946700912209735e+18,1.141819,13.383957,5.946700912209734e+18,0,0,,,,,,,0,,193216,Simbad,20 16 54.53,+50 16 43.5,2.23,0,10.0,0.167,ok,-4.99,
TIC 97815168,170.522061,-24.777603,,,97815168.0,,,55505.0,2MASS J11220530-2446393,6654-00219-1,WDS J11221-2447AB,HD  98800,tic_bright,-90.17,2.0,-13.47,2.0,TIC tic7,2019AJ....158..138S,,,,,10.2,0.1,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.28,0.07,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,9.26,0.06,Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,7.386,0.022,Simbad 2012AcA....62...67K,2012AcA....62...67K,6.397,0.02,TIC,2019AJ....158..138S,5.759,0.027,TIC,2019AJ....158..138S,5.587,0.021,TIC,2019AJ....158..138S,7.618,0.03,,,,,,,,,22.27,2.31,Simbad 2007A&A...474..653V,2007A&A...474..653V,46.7,,Simbad 2004ARA&A..42..685Z,2004ARA&A..42..685Z,0,K5V(e),1993ApJ...419L..89F,1,4213.0,50.0,Pastel,2022A&A...663A...4S,4.054758051491366,,calculated_from_M_and_R,Calculated Value,3.82,0.1,Pastel,2022A&A...663A...4S,0.17,0.05,Pastel,2022A&A...663A...4S,-0.3447621335889579,,Pecaut_and_Mamajek_2013,Calculated Value,1.262085158840903,,calc_from_L_and_Teff,Calculated Value,0.6589731867856506,0.0764109914156789,TIC_teff_mass_relation,Calculated Value,0,,,,,,1.649814,9.026258,3.5344145903038075e+18,1.490059,9.267609,3.534414594600353e+18,1,0,AB,0.3,0.4700000000000006,,,,0,,28099,Simbad,04 26 40.10,+16 44 48.8,3.87,0,13.72,0.271,ok,-4.62,
TIC 48658373,96.850382,-25.73451,,,48658373.0,,,30733.0,2MASS J06272409-2544042,6511-01088-1,WDS J06274-2544AB,HD  45609,tic_near,-4.0,8.0,77.0,8.0,TIC tic7,2019AJ....158..138S,,,,,9.303,0.026,TIC tycho2b3,2019AJ....158..138S,8.36,0.03,TIC hipvmag,2019AJ....158..138S,,,,,,,,,6.864,0.021,TIC,2019AJ....158..138S,6.497,0.029,TIC,2019AJ....158..138S,6.372,0.021,TIC,2019AJ....158..138S,7.626,0.03,,,,,,,,,22.53,2.38,TIC hip,2019AJ....158..138S,44.38526409232135,4.688722971137364,TIC plx hip,2019AJ....158..138S,0,K0V,1988MSS...C04....0H,1,5271.0,50.0,Pastel,2022A&A...663A...4S,4.324132209628111,0.122337884514356,calculated_from_M_and_R,Calculated Value,4.49,0.12,Pastel,2022A&A...663A...4S,-0.1,0.05,Pastel,2022A&A...663A...4S,-0.0879532015729327,0.109755970601554,update McDonald2017,2017MNRAS.471..770M,1.0836524360624238,0.1384663897550533,calc_from_L_and_Teff,Calculated Value,0.9033261977555702,0.1070463130584326,TIC_teff_mass_relation,Calculated Value,0,,,,,,1.077875,8.808146,2.9239799637933875e+18,1.077875,8.808146,2.9239799637933875e+18,1,0,AB,0.5,0.3099999999999987,,,,0,,61005,Simbad,07 35 47.47,-32 12 14.2,2.32,0,14.94,0.444,ok,-4.36,
TIC 425288236,288.175963,24.576977,,,425288236.0,,,,2MASS J19124223+2434371,,WDS J19127+2435B,HD 179736B,tic_bright,,,,,,,,,,,8.65,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,7.149,9.998,TIC,2019AJ....158..138S,6.956,0.036,TIC,2019AJ....158..138S,6.901,0.044,TIC,2019AJ....158..138S,7.644,9.998,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4.015439,8.165637,2.023570066253034e+18,0.404262,11.725599,2.0235700662573102e+18,1,0,B,3.6,-3.700000000000001,,,,0,,37006,Simbad,05 46 11.90,+78 15 22.6,1.79,0,8.9,0.418,ok,-4.4,
TIC 630578178,20.33067933853,11.53668813332,,,630578178.0,2.5864782038544937e+18,,,,616-939-2,WDS J01213+1132B,HD   8187B,tic_bright,59.8,0.6,1.1,0.6,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,9.16,0.02,Simbad 2002A&A...384..180F,2002A&A...384..180F,8.82,0.02,Simbad 2002A&A...384..180F,2002A&A...384..180F,,,,,,,,,,,,,,,,,,,,,7.649,0.054,7.9224,,,,7.01037,,6.49047,,,,,,49.8557,49.8557,from_companion,Calculated Value,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.560279,7.033542,2.586478203854703e+18,0.560279,7.033542,2.586478203854703e+18,1,0,B,0.6,-1.739999999999999,,,,0,,40647,Simbad,06 06 05.68,+69 28 34.0,1.69,0,10.0,0.43,ok,-4.43,
TIC 294207072,108.10792,-59.143162,,,294207072.0,,,,2MASS J07122590-5908353,,,,tic_bright,,,,,,,,,,,,,,,,,,,,,,,,,,,7.257,9.998,TIC,2019AJ....158..138S,16.704,0.262,TIC,2019AJ....158..138S,15.977,,TIC,2019AJ....158..138S,7.657,0.5,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,,,,,,,0,,199019,Simbad,20 49 29.30,+71 46 29.3,2.0,0,10.0,0.423,ok,-4.42,
TIC 84331853,57.775666,25.593821,,,84331853.0,,,,2MASS J03510615+2535377,,,,tic_bright,,,,,,,,,,,9.56,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,9.36,,TIC,2019AJ....158..138S,12.49,0.194,TIC,2019AJ....158..138S,12.748,0.206,TIC,2019AJ....158..138S,7.686,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3.634461,9.013485,6.696967699882458e+16,3.634461,9.013485,6.696967699882458e+16,0,0,,,,,,,0,,103432,Simbad,11 54 32.09,+19 24 40.5,2.35,0,10.0,0.191,ok,-4.86,
TIC 160535836,241.624065,75.776908,,,160535836.0,,,,2MASS J16062977+7546368,4567-00172-1,WDS J16065+7547AB,BD+76   591,tic_bright,-24.6,1.3,-6.6,1.2,TIC tic7,2019AJ....158..138S,,,,,9.35,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.74,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.525,0.018,TIC,2019AJ....158..138S,7.247,0.021,TIC,2019AJ....158..138S,7.165,0.016,TIC,2019AJ....158..138S,7.689,0.017,,,,,,,,,,,,,,,,,0,F8,,1,5867.046694776259,,Pecaut_and_Mamajek_2013,Calculated Value,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.399207,9.136342,1.7037494153474227e+18,0.399207,9.136342,1.7037494153474227e+18,1,0,AB,0.5,-0.4800000000000004,,,,0,,69076,Simbad,08 15 07.73,-06 55 08.1,2.28,0,10.0,0.196,ok,-4.87,
TIC 158851047,269.997197,24.810863,,,158851047.0,,,,2MASS J17595932+2448391,2094-02151-1,WDS J18000+2449AB,BD+24  3298,tic_bright,-1.9,1.0,0.4,0.9,TIC tic7,2019AJ....158..138S,,,,,9.82,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.69,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.815,0.018,TIC,2019AJ....158..138S,6.305,0.021,TIC,2019AJ....158..138S,6.159,0.021,TIC,2019AJ....158..138S,7.69,0.028,,,,,,,,,,,,,,,,,0,G5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1.0,0.086037,9.031056,4.582419290939565e+18,0.086037,9.031056,4.582419290939565e+18,1,0,AB,0.3,0.0,,,,0,,8467,Simbad,01 24 27.98,+39 03 43.6,1.64,0,10.0,0.278,ok,-4.65,
TIC 55500829,71.900289,-62.824963,,,55500829.0,,,,2MASS J04473606-6249298,,,,tic_bright,,,,,,,,,,,,,,,,,,,,,,,,,,,7.293,9.995,TIC,2019AJ....158..138S,16.84,0.361,TIC,2019AJ....158..138S,16.956,,TIC,2019AJ....158..138S,7.693,0.5,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,,,,,,,0,,30246,Simbad,04 46 30.37,+15 28 19.4,2.44,0,12.7,0.263,ok,-4.63,
TIC 229602478,197.62605138395,-25.88875029626,197.62606823962,-25.88873023213,229602478.0,6.18762977841409e+18,6.18762978271039e+18,,2MASS J13103048-2553196,6703-00845-1,WDS J13105-2553AB,HD 114404,tic_bright,-178.5,2.0,11.6,1.5,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,9.16,0.02,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.4,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,7.035,0.019,TIC,2019AJ....158..138S,6.698,0.026,TIC,2019AJ....158..138S,6.619,0.024,TIC,2019AJ....158..138S,7.715,0.007,8.868044,0.007479,gaia_dr3,2023A&A...674A...1G,8.560407,0.002835,7.646209,0.003866,,,,,,,,,0,G8V,1988MSS...C04....0H,1,5491.76040307588,70.0,using_TIC_relation,Calculated Value,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1.0,,,,,,,1,0,AB,0.3,0.1999999999999993,,,,0,,,Simbad,08 39 44.69,+05 46 14.0,1.61,0,19.11,0.272,ok,-4.71,c
TIC 311865516,66.666248,-49.937523,,,311865516.0,,,,2MASS J04263989-4956150,,,,tic_bright,,,,,,,,,,,10.09,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,10.37,,TIC,2019AJ....158..138S,14.811,0.408,TIC,2019AJ....158..138S,14.993,0.219,TIC,2019AJ....158..138S,7.726,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4.174054,9.929983,4.781692884271237e+18,2.547309,20.005629,4.781692819848661e+18,0,0,,,,,,,0,,,Simbad,22 20 07.02,+49 30 11.7,1.68,0,43.49,0.986,ok,-4.09,c
TIC 29922518,24.460711,-14.94052,,,29922518.0,,,,2MASS J01375057-1456258,,,,tic_bright,,,,,,,,,,,10.16,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,10.284,,TIC,2019AJ....158..138S,13.743,0.4,TIC,2019AJ....158..138S,14.66,0.218,TIC,2019AJ....158..138S,7.732,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4.722179,9.509685,2.4534824455905485e+18,4.722179,9.509685,2.4534824455905485e+18,0,0,,,,,,,0,,,Simbad,01 20 32.26,-11 28 03.6,1.99,0,10.0,0.619,ok,-4.25,
TIC 141276792,190.544713,26.360988,,,141276792.0,,,61986.0,2MASS J12421073+2621395,1992-00073-1,WDS J12422+2622AB,HD 110465,tic_near,-8.23,2.0,60.83,2.0,TIC tic7,2019AJ....158..138S,,,,,10.33,0.02,Simbad 1997JApA...18..161Y,1997JApA...18..161Y,9.28,0.02,Simbad 1997JApA...18..161Y,1997JApA...18..161Y,,,,,,,,,7.287,0.02,TIC,2019AJ....158..138S,6.776,0.021,TIC,2019AJ....158..138S,6.626,0.02,TIC,2019AJ....158..138S,7.734,0.017,,,,,,,,,22.72,1.47,TIC hip,2019AJ....158..138S,44.014084507042256,2.8477422634397938,TIC plx hip,2019AJ....158..138S,0,K5V,1997JApA...18..161Y,1,4481.0,,TIC,2019AJ....158..138S,4.187283520866285,,calculated_from_M_and_R,Calculated Value,,,,,-0.049,0.051,TIC,2019AJ....158..138S,-0.341986935650476,0.0877981098660132,update McDonald2017,2017MNRAS.471..770M,1.119204091615048,,calc_from_L_and_Teff,Calculated Value,0.7031281281756355,0.0782802294968196,TIC_teff_mass_relation,Calculated Value,0,,,,,,1.379723,9.508714,3.9613305642513715e+18,1.379723,9.508714,3.9613305642513715e+18,1,0,AB,0.3,-0.0099999999999997,,,,0,,60368,Simbad,07 33 16.40,-22 18 05.6,2.37,0,10.0,0.213,ok,-4.74,
TIC 302437136,262.327971,8.184072,,,302437136.0,,,,2MASS J17291871+0811026,0991-01204-1,WDS J17293+0811AB,HD 158491,tic_bright,-4.6,2.8,-9.8,2.8,TIC tic7,2019AJ....158..138S,,,,,9.9,0.03,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,8.79,0.01,Simbad 2000A&A...355L..27H,2000A&A...355L..27H,,,,,,,,,6.773,0.023,TIC,2019AJ....158..138S,6.241,0.038,TIC,2019AJ....158..138S,6.061,0.027,TIC,2019AJ....158..138S,7.737,0.032,,,,,,,,,,,,,,,,,0,K0,1993yCat.3135....0C,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.227839,9.079295,4.490258432454873e+18,0.227839,9.079295,4.490258432454873e+18,1,0,AB,0.3,0.200000000000001,,,,0,,285931,Simbad,04 33 58.52,+15 09 49.1,1.86,0,10.0,0.414,ok,-4.47,
TIC 287081516,220.640165,19.479681,,,287081516.0,,,71914.0,2MASS J14423363+1928468,1480-00302-1,WDS J14426+1929AB,BD+20  3010,tic_bright,-254.0,8.0,-154.0,8.0,TIC tic7,2019AJ....158..138S,11.616,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,10.364,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,9.043,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,8.242,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,7.553,,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,6.596,0.019,TIC,2019AJ....158..138S,5.972,0.029,TIC,2019AJ....158..138S,5.824,0.017,TIC,2019AJ....158..138S,7.739,0.029,,,,,,,,,46.34,2.17,Simbad 2007A&A...474..653V,2007A&A...474..653V,21.58,1.01,Simbad 2010MNRAS.403.1949K,2010MNRAS.403.1949K,0,M0V,1974ApJS...28....1J,1,4138.0,125.0,McDonald2017,2017MNRAS.471..770M,4.399430096735895,0.0988862300141509,calculated_from_M_and_R,Calculated Value,4.067,,McDonald2017,2017MNRAS.471..770M,,,,,-0.7281583934635011,0.0663972657842702,update McDonald2017,2017MNRAS.471..770M,0.8413805638327326,0.0819797235978958,calc_from_L_and_Teff,Calculated Value,0.647660514240872,0.076276702150001,TIC_teff_mass_relation,Calculated Value,0,,,,,,5.053681,9.118815,1.2376930651302093e+18,5.053681,9.118815,1.2376930651302093e+18,1,0,AB,0.4,0.2800000000000011,,,,0,,203030,Simbad,21 18 58.20,+26 13 50.0,1.18,0,10.0,0.389,ok,-4.47,
TIC 11895653,178.45756125256,53.69474969408,,,11895653.0,,,58001.0,2MASS J11534983+5341408,3833-01034-1,WDS J11538+5342A,* gam UMa,tic_near,108.0,8.0,11.0,8.0,TIC sblink,2019AJ....158..138S,2.44,0.01,Simbad 1986A&AS...65..405O,1986A&AS...65..405O,2.45,0.007,Simbad 1991A&AS...89..415O,1991A&AS...89..415O,2.44,0.009,Simbad 1991A&AS...89..415O,1991A&AS...89..415O,2.44,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.47,,Simbad 2002yCat.2237....0D,2002yCat.2237....0D,2.381,0.29,TIC,2019AJ....158..138S,2.487,0.174,TIC,2019AJ....158..138S,2.429,0.288,TIC,2019AJ....158..138S,7.744,0.17,,,,,,,,,38.99,0.68,TIC hip,2019AJ....158..138S,25.6476,0.4473,TIC hip,2019AJ....158..138S,0,A0Ve+K2V,2013MNRAS.428.3104E,1,9311.0,,TIC,2019AJ....158..138S,3.811882643735924,,calculated_from_M_and_R,Calculated Value,,,,,,,,,1.8303537103300327,,Pecaut_and_Mamajek_2013,Calculated Value,3.1610898967458705,,calc_from_L_and_Teff,Calculated Value,2.363135965047291,0.3171397257558868,TIC_teff_mass_relation,Calculated Value,0,,,,,,,,,,,,1,0,A,999.9,5.8100000000000005,,,,0,,135363,Simbad,15 07 56.33,+76 12 02.6,-0.31,1,20.25,,,,"e,c"
TIC 500151505,81.11945499127,-2.39734527347,,,500151505.0,3.214077516843476e+18,,,,,,,tic_bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.753,0.6,8.1828,,,,6.347,,8.62351,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.046958,3.61537,3.214077516844989e+18,1.046958,3.61537,3.214077516844989e+18,0,0,,,,,,,0,,134319,Simbad,15 05 49.91,+64 02 49.9,2.14,0,17.89,0.346,ok,-4.44,
TIC 79410842,90.267943,28.611917,,,79410842.0,,,,2MASS J06010430+2836429,,,,tic_bright,,,,,,,,,,,10.31,,TIC tycho2,2019AJ....158..138S,,,,,,,,,,,,,9.992,,TIC,2019AJ....158..138S,13.254,0.305,TIC,2019AJ....158..138S,14.357,0.189,TIC,2019AJ....158..138S,7.755,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4.289118,9.621699,3.4314113145211284e+18,4.289118,9.621699,3.4314113145211284e+18,0,0,,,,,,,0,,95188,Simbad,10 59 48.30,+25 17 23.6,1.77,0,11.01,0.413,ok,-4.41,
